746304,谢利格尔,Селигер,Russia,lake
747280,德里维亚特,Дривяты,Belarus,lake
1460034,拉马,Лама,Russia,lake
1460079,温博泽罗,Умбозеро,Russia,lake
1463552,库边斯科耶,Кубенское,Russia,lake
1471913,库页,Курильское,Russia,lake
747554,纳拉奇,Нарочь,Belarus,lake
810395,巴斯昆恰克,Баскунчак,Russia,lake
811672,巴温特,Баунт,Russia,lake
815646,别廖,Белё,Russia,lake
827202,卡拉恰伊,Карачай,Russia,lake
1507924,沃热,Воже,Russia,lake
1519853,夏莫泽罗,Сямозеро,Russia,lake
1520895,钱尼,Чаны,Russia,lake
1535541,皮亚西诺,Пясино,Russia,lake
912150,马科夫斯科埃,Маковское,Russia,lake
924858,蓬乔泽罗,Пончозеро,Russia,lake
930182,基延格-丘耶利,Киенг-Кюель,Russia,lake
952248,洛沃泽罗,Ловозеро,Russia,lake
953140,白,Белое,Russia,lake
840744,察甘-哈格,Цаган-Хаг,Russia,lake
845868,泰梅尔,Таймыр,Russia,lake
871303,切科,Чеко,Russia,lake
890305,维尔马亚尔维,Вирмаярви,Russia,lake
905981,拉本克尔,Лабынкыр,Russia,lake
1688208,耶谢伊,Ессей,Russia,lake
1576687,亚尼斯,Большое Янисъярви,Russia,lake
1587070,小汉泰卡,Малое Хантайское,Russia,lake
1600939,梅尔科埃,Мелкое,Russia,lake
1617491,列温松-列斯辛加,Левинсон-Лессинга,Russia,lake
1634432,季克绍泽罗,Тикшеозеро,Russia,lake
1634873,翁多泽罗,Ондозеро,Russia,lake
1639247,莫吉利诺耶,Могильное,Russia,lake
1646718,下奎托,Нижнее Куйто,Russia,lake
1687083,耶诺泽罗,Ёнозеро,Russia,lake
1818688,丘赫洛马,Чухломское,Russia,lake
1849443,沙尔塔什,Шарташ,Russia,lake
1854629,埃基特基,Экитыки,Russia,lake
1894057,中库伊托,Среднее Куйто,Russia,lake
1894094,上奎托,Верхнее Куйто,Russia,lake
1933411,弗亚洛泽罗,Вялозеро,Russia,lake
1774501,涅尔皮奇耶,Нерпичье,Russia,lake
1781985,列克索泽罗,Лексозеро,Russia,lake
1786498,维维,Виви,Russia,lake
1786723,克拉斯诺耶,Красное,Russia,lake
1799381,拉巴兹,Лабаз,Russia,lake
1953988,津-托列伊,Зун-Торей,Russia,lake
1959776,丘利希里湖,Кюльхири,Russia,lake
1978774,库亚利尼克,Куяльницкий лиман,Ukraine,lake
2015010,阿斯利库利,Асликуль,Russia,lake
2026697,图尔莫泽罗,Тулмозеро,Russia,lake
2027394,汉斯科耶,Ханское,Russia,lake
2031293,佩库利涅伊,Пекульнейское,Russia,lake
2034963,卢科夫斯科耶水库,Луковское,Belarus,lake
2039508,莫托尔,Мотольское,Belarus,lake
2044195,米亚斯特罗,Мястро,Belarus,lake
2392979,库古尔卢伊,Кугурлуй,Ukraine,lake
2393582,亚利奇克,Яльчик,Russia,lake
2415261,瓦尔代,Валдайское,Russia,lake
2426492,尤尔希米亚尔维,Юрхямяярви,Russia,lake
2446016,科雷万,Колыванское,Russia,lake
2448784,丘济亚夫尔,Чудзьявр,Russia,lake
2465160,阿布努,Абрау,Russia,lake
2044723,巴托里诺,Баторино,Belarus,lake
2044795,利斯纳,Лисно,Belarus,lake
2045106,多伊扎,Должа,Belarus,lake
2045112,别拉耶,Бледное,Belarus,lake
2047820,奥博列,Оболе,Belarus,lake
2047875,叶泽里采,Езерище,Belarus,lake
2055517,基济,Кизи,Russia,lake
2065818,帕利克,Палик,Belarus,lake
2072331,南沃拉萨,Волосо Южное,Belarus,lake
2073131,佩西沃,Песьво,Russia,lake
2080584,乔尔诺耶,Чёрное,Belarus,lake
2080644,卢巴尼,Любань,Belarus,lake
2080668,博布罗维奇斯科耶,Бобровичское,Belarus,lake
2088583,阿托拉瓦,Отолово,Belarus,lake
2122126,阿古利斯科耶,Агульское,Russia,lake
2132225,拉兹瓦尔,Развал,Russia,lake
3458892,努亚玛,Нуйямаярви,Russia,lake
3491078,萨克斯克,Сакское,Russia,lake
3497112,伊卡兹尼,Иказнь,Belarus,lake
3503365,索斯诺沃埃,Сосновое,Russia,lake
3561592,布萨尼,Бусани,Russia,lake
3561840,皮罗斯,Пирос,Russia,lake
3565889,奇利亚,Чля,Russia,lake
3565914,切尔诺库利因斯卡埃,Чернокурьинское,Russia,lake
2229990,乌德利,Удыль,Russia,lake
2230366,塔瓦图伊,Таватуй,Russia,lake
2235821,埃沃龙,Эворон,Russia,lake
2273289,谢尔格,Сергозеро,Russia,lake
2330113,亚尔普格,Ялпуг,Ukraine,lake
2335819,布列别涅斯库尔,Бребенескуль,Ukraine,lake
2350647,坦布坎,Тамбукан,Russia,lake
2363301,格卢博科耶,Глубокое,Russia,lake
3565919,卡季,Кади,Russia,lake
3565929,布卢赫塔,Булухта,Russia,lake
3565950,小叶拉夫诺耶,Малое Еравное,Russia,lake
3565978,萨尔泰姆,Салтаим,Russia,lake
3565995,坦多沃,Тандово,Russia,lake
3566200,胡米,Хумми,Russia,lake
3566207,佩诺,Пено,Russia,lake
3566233,乔克拉齐克,Чокракское,Ukraine,lake
3566253,列比亚日耶,Лебяжье,Russia,lake
3566268,列乌申斯基图曼,Леушинский Туман,Russia,lake
3566276,乌维利德,Увильды,Russia,lake
2495600,库切尔拉,Кучерлинское,Russia,lake
2498838,斯波罗夫斯科耶,Споровское,Belarus,lake
2498848,米亚杰尔,Мядель,Belarus,lake
2559716,克雷沃耶,Кривое,Belarus,lake
2560795,莫洛奇涅,Молочный лиман,Ukraine,lake
2580116,卡雷姆斯科耶,Карымское,Russia,lake
2585347,巴伦-托列伊,Барун-Торей,Russia,lake
2590409,亚诺瓦,Яново,Belarus,lake
2591938,托贾,Тоджа,Russia,lake
2627792,佩普西,Чудское,Russia,lake
2630732,加利奇斯科耶,Галичское,Russia,lake
2635906,卡古尔,Кагул,Ukraine,lake
2639916,莫戈托耶沃,Моготоево,Russia,lake
2465188,博隆,Болонь,Russia,lake
2471853,叶利纳,Ельно,Belarus,lake
2472338,博特库利,Боткуль,Russia,lake
2473501,乌多姆利亚,Удомля,Russia,lake
2474684,涅尔皮奇耶,Нерпичье,Russia,lake
2476728,奥若吉诺,Ожогино,Russia,lake
2382013,奥斯维亚,Освейское,Belarus,lake
2383503,姆斯蒂诺,Мстино,Russia,lake
2385400,图尔戈亚克,Тургояк,Russia,lake
2368619,班诺耶,Банное,Russia,lake
2378727,谢别日,Себежское,Russia,lake
2380353,切尔沃诺耶,Червоное,Belarus,lake
2380408,卢科姆尔,Лукомское,Belarus,lake
2380940,斯特鲁斯塔,Струсто,Belarus,lake
4246955,库姆库利,Кумкуль,Russia,lake
4247370,库奥卡,Куоккаярви,Russia,lake
4247556,库普林斯科耶,Купринское,Russia,lake
4248452,库尔克兰亚尔维,Куркеланъярви,Russia,lake
4248934,库尔图古兹,Куртугуз,Russia,lake
4250305,库什特,Куштозеро,Russia,lake
4250465,库亚什,Куяш,Russia,lake
4250576,克夏拉,Кщара,Russia,lake
4251354,基亚斯尼亚先,Кяснясенъярви,Russia,lake
4251493,基奥乔特-丘耶利,Кётёт-Кюель,Russia,lake
4257297,列日宁,Лежнинское,Russia,lake
4257852,列姆博洛夫斯科耶,Лемболовское,Russia,lake
4258561,列诺斯托沃,Леностово,Russia,lake
4259173,列普林多坎,Леприндокан,Russia,lake
4259651,列斯诺耶,Лесное,Russia,lake
2662316,巴尔杜卡,Болдук,Belarus,lake
4280390,曼热罗克,Манжерокское,Russia,lake
4281612,马里切伊卡,Маричейка,Ukraine,lake
4283535,马里因斯科耶,Марьинское,Russia,lake
4286414,马亚齐克,Маякское,Ukraine,lake
4286635,梅格利诺,Меглино,Russia,lake
4286647,梅戈尔斯科耶,Мегорское,Russia,lake
4286667,梅格罗沃,Мегрово,Russia,lake
4289575,梅尔科耶,Мелкое,Russia,lake
4292578,梅谢尔斯科耶,Мещерское,Russia,lake
4294181,明泽林斯科耶,Минзелинское,Russia,lake
4296556,米西亚什,Мисяш,Russia,lake
4299135,莫吉利诺,Могилинское,Russia,lake
2640299,萨尔特兰,Сартлан,Russia,lake
2642276,库丘克,Кучукское,Russia,lake
2656924,苏霍多利斯科耶,Суходольское,Russia,lake
2659385,武奥克萨,Вуокса,Russia,lake
2659831,艾克,Айке,Russia,lake
2660390,诺沃泽罗,Новозеро,Russia,lake
2662312,维戈诺先斯科耶,Выгонощанское,Belarus,lake
4260908,利瓦,Лива,Russia,lake
4261674,利曼,Лиман,Ukraine,lake
4262445,利佩托沃,Липетово,Russia,lake
4265709,洛伊莫兰,Лоймоланъярви,Russia,lake
4265788,洛克诺,Локно,Russia,lake
4265789,洛克诺沃,Локново,Russia,lake
4267261,洛斯诺,Лосно,Russia,lake
4267474,洛乌赫斯科耶,Лоухское,Russia,lake
4269029,卢科夫卡,Луковка,Russia,lake
4269050,卢科沃,Луково,Russia,lake
4270101,卢昌斯科耶,Лучанское,Russia,lake
4270257,卢奇诺,Лучно,Russia,lake
4272471,利维亚夫,Лявозеро,Russia,lake
4273108,列克什莫泽罗,Лёкшмозеро,Russia,lake
4274613,马祖林斯科耶,Мазуринское,Russia,lake
4274945,迈尼茨,Майниц,Russia,lake
4275784,马科津亚尔维,Маккозенъярви,Russia,lake
4276542,马兰-祖尔亨,Малан-Зурхен,Russia,lake
4278727,小切尼,Малые Чаны,Russia,lake
4278878,小伊万,Малый Иван,Russia,lake
4278931,小基普恰克,Малый Кипчак,Ukraine,lake
2662419,斯维佳亚济,Свитязь,Belarus,lake
2662439,雷奇,Ричи,Belarus,lake
2666609,格卢布利亚,Глубля,Belarus,lake
2715261,阿扎巴奇耶,Ажабачье,Russia,lake
2740851,帕绍泽罗,Пашозеро,Russia,lake
2596691,奥列利,Орель,Russia,lake
2601986,诺托泽罗,Нотозеро,Russia,lake
2623430,切巴尔库尔,Чебаркуль,Russia,lake
2624312,斯捷尔日,Стерж,Russia,lake
2878582,乔尔托沃,Чёртово,Russia,lake
2981199,哈伊尔,Хайыр,Russia,lake
2987057,斯维尔,Свирь,Belarus,lake
2992671,科夫日斯科耶,Ковжское,Russia,lake
2995001,谢涅日,Сенеж,Russia,lake
2996806,布斯塔赫,Бустах,Russia,lake
4299912,莫伊纳基,Мойнакское,Ukraine,lake
4303342,莫尔斯科伊格拉兹,Морской Глаз,Russia,lake
4304983,莫季亚日,Мотяж,Russia,lake
4305109,莫霍沃耶,Моховое,Russia,lake
4305202,莫恰利诺耶,Мочальное,Russia,lake
4306862,穆尔达克库利,Мулдаккуль,Russia,lake
4308196,穆罗姆斯科耶,Муромское,Russia,lake
4309064,穆尚-叶尔,Мушан-Ер,Russia,lake
4309437,梅尔凯,Мыркай,Russia,lake
4310453,米亚奇科夫斯科耶,Мячковское,Russia,lake
4311354,纳韦列日斯科耶,Навережское,Russia,lake
4311593,纳戈维耶,Наговье,Russia,lake
4312045,纳杜多图尔库,Надудотурку,Russia,lake
4314682,纳希莫夫斯科耶,Нахимовское,Russia,lake
4315631,涅韦德罗,Неведро,Russia,lake
4315656,涅韦利,Невельское,Russia,lake
4316519,涅克洛奇,Неклочь,Russia,lake
4317555,涅尔斯科耶,Нерское,Russia,lake
4318313,涅切里察,Нечерица,Russia,lake
4318473,尼夫诺,Нивно,Russia,lake
4321042,尼科利斯科耶,Никольское,Russia,lake
4383504,普卡卢斯,Пукалусъярви,Russia,lake
4384024,普斯托耶莫吉利诺,Пустое Могильно,Russia,lake
4385235,佩列茨,Пылец,Russia,lake
4387335,拉季洛夫斯科耶,Радиловское,Russia,lake
4388877,赖夫斯科耶,Раифское,Russia,lake
4391425,勒杰伊斯科埃,Рдейское,Russia,lake
4395780,罗金亚尔维,Родинъярви,Russia,lake
4399166,鲁布斯科耶,Рубское,Russia,lake
4399704,鲁多,Рудо,Russia,lake
4400919,尤尔图申斯科耶,Юртушинское,Russia,lake
4400975,鲁斯科耶,Русское,Russia,lake
4402101,雷托耶,Рытое,Russia,lake
4402740,里亚西涅茨科耶,Рясинецкое,Russia,lake
4403584,萨布罗,Сабро,Russia,lake
4403851,萨韦利耶沃,Савельевское,Russia,lake
4404019,萨温斯科耶湖,Савинское,Russia,lake
4404021,萨温斯科耶,Савинское,Russia,lake
4405683,萨拉梅科夫斯科耶,Саламыковское,Russia,lake
4406576,萨明斯科耶,Саминское,Russia,lake
4406902,萨莫特洛尔,Самотлор,Russia,lake
4407005,萨姆罗,Самро,Russia,lake
4408169,萨普戈利,Сапуголи,Russia,lake
4360070,佩斯恰诺耶湖,Песчаное,Russia,lake
4360420,佩特拉科夫斯科耶,Петраковское,Russia,lake
4362852,皮利坦洛尔,Пильтанлор,Russia,lake
4363171,皮奥涅尔斯科耶,Пионерское,Russia,lake
4363827,皮捷利,Питель,Russia,lake
4365104,普利斯萨,Плисса,Russia,lake
4365989,普利亚日诺耶,Пляжное,Russia,lake
4370023,波利斯托,Полисто,Russia,lake
4372988,波列琴斯科耶,Пореченское,Russia,lake
4373293,波尔特尼亚吉诺,Портнягино,Russia,lake
4373560,波萨德尼科夫斯科耶,Посадниковское,Russia,lake
4379389,普里希布,Пришиб,Russia,lake
4379582,普罗瓦尔,Провал,Russia,lake
4379595,普罗瓦利诺耶,Провальное,Russia,lake
4380579,普罗洛布诺,Пролобно,Russia,lake
4383032,普索沃,Псово,Russia,lake
4383367,普多罗,Пудоро,Russia,lake
3919291,布达韦斯齐,Будовесть,Belarus,lake
3919303,拉索希,Россохи,Belarus,lake
3919330,韦恰列,Вечелье,Belarus,lake
3919694,阿布斯泰尔纳,Обстерно,Belarus,lake
3919697,瓦扎,Важа,Belarus,lake
3919701,安德雷科瓦,Андриково,Belarus,lake
4421133,西特诺,Ситно,Russia,lake
4423150,斯拉德科耶,Сладкое,Russia,lake
4424327,斯梅尔季亚奇耶,Смердячье,Russia,lake
4424371,斯苗尔特诺耶,Смёртное,Russia,lake
4425037,斯莫利诺,Смолино,Russia,lake
4425039,斯莫林斯科耶,Смолинское,Russia,lake
4425735,索巴金斯基耶亚梅,Собакинские ямы,Russia,lake
4425888,索博利诺耶,Соболиное,Russia,lake
4426712,索戈日斯科耶,Согожское,Russia,lake
4426836,索因斯科耶,Соинское,Russia,lake
4426855,索伊德,Сойдозеро,Russia,lake
4428247,索洛缅诺耶,Соломенное,Russia,lake
4428523,索伦塔赫,Солунтах,Russia,lake
4428634,索廖诺耶湖,Солёное,Russia,lake
4428643,索洛尼,Солёный Лиман,Ukraine,lake
4428686,索米诺湖,Сомино,Russia,lake
4428687,索米诺,Сомино,Russia,lake
4428824,索尼诺,Сонино,Russia,lake
4429036,索里托,Сорито,Russia,lake
3919704,戈鲁什卡,Горушка,Belarus,lake
3919707,纳比斯塔,Нобисто,Belarus,lake
3919708,伊纳瓦,Иново,Belarus,lake
3919724,戈梅利,Гомель,Belarus,lake
4321679,尼察,Ница,Russia,lake
4321692,尼恰特卡,Ничатка,Russia,lake
4321747,尼夏,Нища,Russia,lake
4328577,纽斯索,Нюссо,Russia,lake
4328585,纽赫季,Нюхти,Russia,lake
4328661,尼亚克申格达,Някшингда,Russia,lake
4331353,奥德加斯特,Одгаст,Russia,lake
4332095,杰卡隆多纳,Джека Лондона,Russia,lake
4332106,托尔马切夫,Толмачёва,Russia,lake
4332134,奥泽龙,Озерон,Russia,lake
4336103,奥尔多斯诺,Ордосно,Russia,lake
4336142,奥列利耶,Орелье,Russia,lake
4336221,奥连任斯科耶,Оренженское,Russia,lake
4336538,奥尔列亚,Орлея,Russia,lake
4336922,奥尔洛夫斯科耶,Орловское,Russia,lake
4336982,奥尔梅亚,Ормея,Russia,lake
4337028,奥罗诺,Ороно,Russia,lake
4337262,奥尔沙,Орша,Russia,lake
4338927,奥斯特罗文斯科耶湖,Островенское,Russia,lake
4338941,奥斯特罗维利尼亚,Островильня,Russia,lake
3658218,比列,Белое,Ukraine,lake
3692394,阿巴克雷采利,Обокрители,Belarus,lake
3738144,钖塔,Сито,Belarus,lake
3917323,小博尔齐克,Малый Болтик,Belarus,lake
4338973,奥斯特罗夫诺,Островно,Russia,lake
4338981,奥斯特罗夫尼亚,Островня,Russia,lake
4339232,奥瑟诺,Осыно,Russia,lake
4339846,奥特诺加,Отнога,Russia,lake
4340368,奥赫瓦特,Охват,Russia,lake
4340799,奥什科利,Ошколь,Russia,lake
4341381,帕夫连斯科耶,Павленское,Russia,lake
4342443,帕兰斯科耶,Паланское,Russia,lake
4342747,帕尔,Палозеро,Russia,lake
4344268,潘西克,Панское,Ukraine,lake
4349203,佩尔沃耶,Первое,Russia,lake
4351001,佩列特诺,Перетно,Russia,lake
4351564,佩尔穆斯,Пермусозеро,Russia,lake
4355734,阿格拉加尔维,Ягляярви,Russia,lake
4356845,托瓦亚维,Толваярви,Russia,lake
4359279,佩尔托泽罗,Пертозеро,Russia,lake
4359365,佩尔霍沃,Перхово,Russia,lake
4359771,佩斯诺,Песно,Russia,lake
4359873,佩索奇诺耶,Песочное,Russia,lake
4360066,佩斯恰诺耶,Песчаное,Russia,lake
3917326,大博尔齐克,Большой Болтик,Belarus,lake
3087678,科潘斯科耶,Копанское,Russia,lake
3087688,格卢博科耶湖,Глубокое,Russia,lake
3087699,苏达奇耶,Судачье,Russia,lake
3157220,多尔戈耶湖,Долгое,Russia,lake
3180468,大拉科沃耶,Большое Раковое,Russia,lake
3207902,大格拉杜耶夫斯科耶,Большое Градуевское,Russia,lake
3214970,卡尔德瓦奇,Кардывач,Russia,lake
3214974,卡斯普利亚,Каспля,Russia,lake
3215207,索巴奇耶,Собачье,Russia,lake
3215226,切伊别克-科利,Чейбеккёль,Russia,lake
3235351,格卢别利卡,Глубелька,Belarus,lake
3256421,比亚雷扎,Береже,Belarus,lake
3274580,米哈廖夫斯科耶,Михалёвское,Russia,lake
3274603,列索戈尔斯科耶,Лесогорское,Russia,lake
3274609,维什尼奥夫斯科耶,Вишнёвское,Russia,lake
3274616,沃罗希洛夫斯科耶,Ворошиловское,Russia,lake
3329084,普拉夫金斯科耶,Правдинское,Russia,lake
4055216,阿布什坎,Абушкан,Russia,lake
4068784,阿尔加亚什,Аргаяш,Russia,lake
4068982,阿列伊,Арей,Russia,lake
4070761,阿尔希耶雷伊斯科耶,Архиерейское,Russia,lake
4071846,阿施措,Асцо,Russia,lake
4072111,阿特库利,Аткуль,Russia,lake
4073387,阿奇利库利,Ачликуль,Russia,lake
4073398,阿奇厄克维格特根,Ачьыквыгытгын,Russia,lake
4073529,阿绍,Ашо,Russia,lake
4074369,巴宾斯科耶,Бабинское,Russia,lake
4074484,巴布,Бабозеро,Russia,lake
4074500,巴博什基诺,Бабошкино,Russia,lake
4074612,巴比耶,Бабье,Russia,lake
4076000,巴克拉诺夫斯科耶,Баклановское,Russia,lake
4076274,巴拉兹登,Балаздынь,Russia,lake
4076351,巴兰-塔穆尔,Балан-Тамур,Russia,lake
4076386,巴兰库利,Баланкуль,Russia,lake
4076970,巴尔特姆,Балтым,Russia,lake
4078360,巴尔曼察克,Барманцак,Russia,lake
4079576,巴特尔-马拉,Батыр-Мала,Russia,lake
4079828,巴赫马托夫斯科耶,Бахматовское,Russia,lake
4081242,乌季诺耶,Бейское,Russia,lake
4081636,白斯特鲁加,Белая Струга,Russia,lake
4082118,别洛-别兹沃德诺耶,Бело-Безводное,Russia,lake
4082376,别洛古利,Белогули,Russia,lake
4082398,别洛耶湖,Белое,Russia,lake
4082399,别洛耶湖,Белое,Russia,lake
4082401,别洛耶湖,Белое,Russia,lake
4082412,别洛耶湖,Белое,Russia,lake
4082413,别洛耶,Белое,Russia,lake
4082415,别洛耶,Белое,Russia,lake
3920241,别拉耶,Белое,Belarus,lake
3920334,乌克利亚,Укля,Belarus,lake
3920951,库济米奇,Кузьмичи,Belarus,lake
4053771,约奥奈,Ёонай,Russia,lake
3919732,阿西奈卡,Осиновка,Belarus,lake
3919736,鲁达科瓦,Рудаково,Belarus,lake
3920234,洛特维内,Лотвины,Belarus,lake
4057924,阿多沃,Адово,Russia,lake
4058195,阿扎特斯科耶,Азатское,Russia,lake
4058769,艾古利西克,Айгульское,Ukraine,lake
4058813,艾德库利,Айдыкуль,Russia,lake
4058918,艾恩,Айнозеро,Russia,lake
4059081,阿克梅切特西克,Ак-Мечетское,Ukraine,lake
4059289,阿卡库利,Акакуль,Russia,lake
4059341,阿卡托夫斯科耶,Акатовское,Russia,lake
4060076,阿克塔什斯基普罗瓦尔,Акташский Провал,Russia,lake
4060079,阿克塔西克,Акташское,Russia,lake
4061511,阿列克桑德罗夫斯科耶,Александровское,Russia,lake
4062820,阿洛利,Алоль,Russia,lake
4063331,阿利,Аль,Russia,lake
4063768,阿廖,Алё,Russia,lake
4063769,阿廖湖,Алё,Russia,lake
4064612,阿穆特,Амут,Russia,lake
4064616,阿穆特,Амут,Russia,lake
4064765,阿纳马,Анама,Russia,lake
4065352,安德,Андозеро,Russia,lake
4068335,阿普什涅齐,Апшинец,Ukraine,lake
4430432,索什诺,Сошно,Russia,lake
4438521,斯列德涅耶,Среднее,Russia,lake
4442826,斯托尔比谢,Столбище,Russia,lake
4443268,斯特拉季诺,Страдино,Russia,lake
4445273,苏戈马克,Сугомак,Russia,lake
4445277,苏戈亚克,Сугояк,Russia,lake
4446104,孙古利,Сунгуль,Russia,lake
4446702,苏谢利尼茨科耶,Сусельницкое,Russia,lake
4446822,苏托克斯科耶,Сутокское,Russia,lake
4449612,塔加尔,Тагарское,Russia,lake
4449656,塔格列伊,Таглей,Russia,lake
4450489,塔尔卡斯,Талкас,Russia,lake
4450699,塔利米,Тальми,Russia,lake
4454843,坚金斯科耶,Теньгинское,Russia,lake
4408336,萨兰诺耶,Саранное,Russia,lake
4408749,萨尔帕,Сарпа,Russia,lake
4409386,索菲亚尼,Сафьяны,Ukraine,lake
4409952,斯瓦列茨科耶,Сварецкое,Russia,lake
4410038,斯韦热耶,Свежее,Russia,lake
4410632,斯维布洛,Свибло,Russia,lake
4411325,斯维亚捷茨,Святец,Russia,lake
4411526,斯维亚托耶图姆博京斯科耶,Святое Тумботинское,Russia,lake
4411527,斯维亚托耶谢帕奇欣斯科耶,Святое Щепачихинское,Russia,lake
4411534,斯维亚托耶湖,Святое,Russia,lake
4411535,斯维亚托耶湖,Святое,Russia,lake
4412684,谢沃,Сево,Russia,lake
4413650,谢列茨,Селецкое,Russia,lake
4416214,先尼察,Сенница,Russia,lake
4417388,谢列布里亚诺耶,Серебряное,Russia,lake
4417557,谢列莫,Серемо,Russia,lake
4418459,西韦尔斯科耶,Сиверское,Russia,lake
4418462,西韦尔斯特,Сиверст,Russia,lake
4418548,西格,Сиг,Russia,lake
4092330,大伊苏里耶夫斯科耶,Большое Исурьевское,Russia,lake
4092338,大基里尔洛夫斯科耶,Большое Кирилловское,Russia,lake
4092358,大列普林多,Большое Леприндо,Russia,lake
4092386,大奥尔比托,Большое Олбито,Russia,lake
4092393,大奥斯特里约,Большое Остриё,Russia,lake
4092394,大奥斯特罗夫诺耶,Большое Островное,Russia,lake
4092426,大鲁塔韦奇,Большое Рутавечь,Russia,lake
4092439,大西维茨科耶,Большое Сивицкое,Russia,lake
4092445,大西马金斯科耶,Большое Симагинское,Russia,lake
4092460,大托波利诺耶,Большое Топольное,Russia,lake
4092462,大乌多耶,Большое Удое,Russia,lake
4092479,大休奇耶,Большое Щучье,Russia,lake
4092485,大亚沙尔京斯科耶,Большое Яшалтинское,Russia,lake
4092486,大亚罗沃耶,Большое Яровое,Russia,lake
4092496,大斯维亚托耶,Большое святое,Russia,lake
4092567,大布季亚夫尔,Большой Вудъявр,Russia,lake
4092569,大维亚兹,Большой Вяз,Russia,lake
4092625,大伊万,Большой Иван,Russia,lake
4092665,大基普恰克,Большой Кипчак,Ukraine,lake
4092667,大基谢加奇,Большой Кисегач,Russia,lake
4092839,大萨雷库利,Большой Сарыкуль,Russia,lake
4092898,大乌瓦特,Большой Уват,Russia,lake
4093402,博尔-努尔,Бор-Нур,Russia,lake
4094001,博里索夫斯科耶,Борисовское,Russia,lake
4094355,博罗夫诺,Боровно,Russia,lake
4094412,博罗夫斯科耶,Боровское,Russia,lake
4095888,布拉季洛沃,Братилово,Russia,lake
4096322,布列斯库尔,Брескул,Ukraine,lake
4097070,布龙耶,Бронье,Russia,lake
4098338,布兹加,Бузга,Russia,lake
4512967,切列特维齐,Черетвицы,Russia,lake
4513994,切尔诺焦里耶,Чернозёрье,Russia,lake
